id;nome;cognome;sesso;eta;source_file;data_creazione;fonte
13;Nome Wiy8hh3r7s;Cognome H3dqzz4f1d;M;40;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
14;Nome Uen876xwb3;Cognome 124073hefc;M;10;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
15;Nome 7pyk53wrma;Cognome Ucfvdu5av8;M;51;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
16;Nome Ifeb5jnl8f;Cognome Tk04jj0a2f;M;66;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
17;Nome Ibvri4xkid;Cognome 5j0qfku4rf;M;46;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
18;Nome J1e05odlma;Cognome Euz9ys4l2c;M;48;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
19;Nome 74acgq6qbb;Cognome S7dp3xfroc;M;35;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
20;Nome C941sxfkz5;Cognome 5ymxnbav50;M;36;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
21;Nome 9encb3cfsg;Cognome Ivjn4qangv;M;100;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
22;Nome 21l3aatpsd;Cognome 2efr5zbaqu;M;82;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
23;Nome 1cimppihvd;Cognome 56ska5cwtf;M;39;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
24;Nome W2abcsaliv;Cognome Ol08h9ti6y;M;9;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
25;Nome 2w5j15x5qj;Cognome 5qbzzcfoa1;M;16;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
26;Nome 2klo4zqa8u;Cognome Bz8pgylkex;M;28;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
27;Nome Uyergyv5xf;Cognome 58fd9yqso2;M;82;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
28;Nome 1qu86x6gow;Cognome P55smcm9vs;M;67;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
29;Nome 0mezhty2qo;Cognome 4iq1gr006p;M;37;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
30;Nome Hq3hwcm3xv;Cognome 4pdzwcc76r;M;81;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
31;Nome Dr7ci0le9h;Cognome 89vul9pkfc;M;51;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
32;Nome V57apu7z5n;Cognome Vpq6unrmkz;M;89;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
33;Nome Psqtfdacdr;Cognome Zusmvancdm;M;37;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
34;Nome Cbsf23zv1q;Cognome Bj31bgtpxm;M;42;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
35;Nome 34t2qk80lq;Cognome 49ykfjpkdm;M;76;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
36;Nome Gbja5lz24n;Cognome 7knqpwmint;M;58;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
37;Nome Nbmyj5atzo;Cognome Xzt2lwixie;M;8;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
38;Nome Ns7mupz71l;Cognome 6dqaq3m50m;M;74;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
39;Nome Rj1mq7oqql;Cognome B7jn2tbf8o;M;93;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
40;Nome 6xb9oi15u5;Cognome Vj3obfwm2w;M;97;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
41;Nome X55gcrabzh;Cognome Gi3eruf0sv;M;92;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
42;Nome Ozs7asmch4;Cognome Ny3graf9o1;M;74;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
43;Nome 9b2oknvrwt;Cognome Liyertsc5i;M;7;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
44;Nome Xgfkqs7c7x;Cognome Tc13dgyq3n;M;37;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
45;Nome Falmz9d3dg;Cognome 4unv7009ri;M;19;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
46;Nome 9zkruotgja;Cognome 6dyd3g9k3o;M;61;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
47;Nome G0t7cxmw4t;Cognome Cw3q9o1pmv;M;71;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
48;Nome E503tr3buc;Cognome 1ugy0xg5t7;M;51;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
49;Nome 6sn9bbq6jh;Cognome 4gs9akb8dv;M;65;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
50;Nome Brxlhr5d95;Cognome Icj0v6jbvq;M;25;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
51;Nome I00suhldyy;Cognome Qd9stn1equ;M;86;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
52;Nome Jfauisb36x;Cognome 52jr9k5f9k;M;22;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
53;Nome Pum5yixc6x;Cognome E60s4t543x;M;69;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
54;Nome Lxqp68gxng;Cognome Gs5xs9hx0b;M;56;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
55;Nome Bmfyxmf1bp;Cognome Kikh34u8th;M;44;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
56;Nome 1r5kydgl5o;Cognome D5jw7avlp1;M;80;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
57;Nome X8qf9npb05;Cognome 49w89nttma;M;27;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
58;Nome 9u1x36hrsn;Cognome G7340dtv98;M;94;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
59;Nome Nlyzqiuqxq;Cognome 90nz0o87wh;M;28;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
60;Nome 2x1fqv54uo;Cognome D7tw1siuam;M;72;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
61;Nome Tyno6ne5w3;Cognome 1ftctuobhp;M;62;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
62;Nome Rf5t53xf1a;Cognome 7oup5fqrqz;M;91;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
63;Nome Qlp9u0vq65;Cognome Tmy68oj0hc;M;85;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
64;Nome 8v63ukgldx;Cognome B6p05haavb;M;49;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
65;Nome Ys7ung7e4a;Cognome Gh2bsul5nj;M;68;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
66;Nome Pet6llb8b4;Cognome 68aztoeb2q;M;36;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
67;Nome Ax5tcvm8uw;Cognome 53cgqzs9l7;M;67;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
68;Nome Utdg5a8x92;Cognome C50996b2sb;M;18;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
69;Nome Kba3qveytj;Cognome H8yx4ygvlt;M;89;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
70;Nome G17tvbhfkk;Cognome 1opyxcb2g2;M;14;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
71;Nome Hvq8roer5i;Cognome Ci1orw5xpk;M;44;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
72;Nome Awj7biyqay;Cognome Nqf01sxs5v;M;97;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
73;Nome Sfn0zgwy7c;Cognome N5u89dwz08;M;46;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
74;Nome Ux945lmmf4;Cognome Wm8wu8sg96;M;95;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
75;Nome 150prxsoiu;Cognome Vqaoww4swh;M;23;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
76;Nome Zxqaahzc9s;Cognome Fzht40fega;M;11;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
77;Nome 0sjs3as5bu;Cognome Bnolws7juj;M;96;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
78;Nome 5iyhamyajf;Cognome 0nn9b58ghv;M;41;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
79;Nome Cwfynlqgux;Cognome Lppwmkzvb3;M;47;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
80;Nome Jdhcaoqjkp;Cognome 3m7s9kbb18;M;19;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
81;Nome O26ypy68io;Cognome Qs316yj5o2;M;27;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
82;Nome X3tt0tsnzs;Cognome Sqchau7fax;M;7;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
83;Nome N5xr28vn2f;Cognome 63nhmnbssf;M;49;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
84;Nome Qqi5j7t7oh;Cognome Fo1xfqld7m;M;81;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
85;Nome Ahrpg3qdfn;Cognome S241ks1f3x;M;29;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
86;Nome 4ulrhd50hv;Cognome Sujrjpju62;M;17;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
87;Nome Mmduhaip9o;Cognome Qmpc1ow6iv;M;23;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
88;Nome 4eitg4spd6;Cognome W16mj6tphe;M;27;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
89;Nome S9cya0spfb;Cognome 0hclgpkytr;M;64;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
90;Nome M7xzuw4src;Cognome Xko7o50ioz;M;27;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
91;Nome Xxqowp9yls;Cognome R91wf3m95x;M;38;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
92;Nome 045q4hoft7;Cognome 1wiv6pipjx;M;24;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
93;Nome 0aj0m5e30o;Cognome F1tsm3rrk8;M;7;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
94;Nome Sbitwbqvm9;Cognome Lmsu20bnq3;M;96;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
95;Nome Cjzndy5jg9;Cognome Xhierh28ra;M;31;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
96;Nome Lv478lgegc;Cognome 3sy77j0np8;M;15;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
97;Nome A53vwjfp4d;Cognome Pxgyqfg87q;M;55;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
98;Nome Etluzq9kxr;Cognome 9lc576d0ef;M;58;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
99;Nome 9ntrfj8chz;Cognome 80uia2ydjk;M;26;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_100.csv;2022-10-26T10:29:33.000+02:00;test
