id;nome;anno_nascita;source_file;data_creazione;fonte
11;Nome Autore 11;1917;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
12;Nome Autore 12;2012;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
13;Nome Autore 13;2007;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
14;Nome Autore 14;1966;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
15;Nome Autore 15;1918;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
16;Nome Autore 16;1926;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
17;Nome Autore 17;1980;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
18;Nome Autore 18;2004;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
19;Nome Autore 19;1917;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
20;Nome Autore 20;1940;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
21;Nome Autore 21;2008;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
22;Nome Autore 22;1963;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
23;Nome Autore 23;1982;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
24;Nome Autore 24;1921;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
25;Nome Autore 25;1987;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
26;Nome Autore 26;1904;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
27;Nome Autore 27;1939;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
28;Nome Autore 28;1912;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
29;Nome Autore 29;1912;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
30;Nome Autore 30;1938;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
31;Nome Autore 31;2011;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
32;Nome Autore 32;2018;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
33;Nome Autore 33;1989;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
34;Nome Autore 34;1909;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
35;Nome Autore 35;1936;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
36;Nome Autore 36;1998;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
37;Nome Autore 37;1993;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
38;Nome Autore 38;1977;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
39;Nome Autore 39;2009;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
40;Nome Autore 40;1929;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
41;Nome Autore 41;1971;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
42;Nome Autore 42;1902;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
43;Nome Autore 43;2001;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
44;Nome Autore 44;1961;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
45;Nome Autore 45;1901;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
46;Nome Autore 46;1997;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
47;Nome Autore 47;1988;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
48;Nome Autore 48;1914;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
49;Nome Autore 49;1984;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
50;Nome Autore 50;2009;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
51;Nome Autore 51;2019;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
52;Nome Autore 52;1950;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
53;Nome Autore 53;1960;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
54;Nome Autore 54;1962;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
55;Nome Autore 55;1995;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
56;Nome Autore 56;2016;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
57;Nome Autore 57;1944;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
58;Nome Autore 58;2008;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
59;Nome Autore 59;1943;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
60;Nome Autore 60;1963;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
61;Nome Autore 61;1956;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
62;Nome Autore 62;2010;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
63;Nome Autore 63;1950;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
64;Nome Autore 64;1993;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
65;Nome Autore 65;1997;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
66;Nome Autore 66;2005;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
67;Nome Autore 67;1931;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
68;Nome Autore 68;1906;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
69;Nome Autore 69;1935;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
70;Nome Autore 70;1983;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
71;Nome Autore 71;1991;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
72;Nome Autore 72;1981;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
73;Nome Autore 73;1938;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
74;Nome Autore 74;1950;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
75;Nome Autore 75;1939;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
76;Nome Autore 76;1987;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
77;Nome Autore 77;1969;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
78;Nome Autore 78;1976;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
79;Nome Autore 79;2011;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
80;Nome Autore 80;1963;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
81;Nome Autore 81;1912;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
82;Nome Autore 82;1988;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
83;Nome Autore 83;1937;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
84;Nome Autore 84;1937;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
85;Nome Autore 85;1919;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
86;Nome Autore 86;2005;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
87;Nome Autore 87;1997;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
88;Nome Autore 88;1973;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
89;Nome Autore 89;1941;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
90;Nome Autore 90;2014;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
91;Nome Autore 91;1911;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
92;Nome Autore 92;2013;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
93;Nome Autore 93;1980;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
94;Nome Autore 94;1995;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
95;Nome Autore 95;1941;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
96;Nome Autore 96;1991;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
97;Nome Autore 97;1940;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
98;Nome Autore 98;1961;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
99;Nome Autore 99;1926;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
100;Nome Autore 100;2015;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
101;Nome Autore 101;2003;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
102;Nome Autore 102;1967;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
103;Nome Autore 103;1955;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
104;Nome Autore 104;1910;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
105;Nome Autore 105;1905;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
106;Nome Autore 106;1919;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
107;Nome Autore 107;1914;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
108;Nome Autore 108;1949;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
109;Nome Autore 109;1900;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
110;Nome Autore 110;2015;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
111;Nome Autore 111;1952;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
112;Nome Autore 112;2009;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
113;Nome Autore 113;1942;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
114;Nome Autore 114;1916;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
115;Nome Autore 115;2018;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
116;Nome Autore 116;1903;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
117;Nome Autore 117;1934;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
118;Nome Autore 118;1901;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
119;Nome Autore 119;1987;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
120;Nome Autore 120;1954;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
121;Nome Autore 121;2007;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
122;Nome Autore 122;1974;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
123;Nome Autore 123;1918;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
124;Nome Autore 124;2004;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
125;Nome Autore 125;1921;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/autori/test/processed/raw_autori_10000.csv;2022-10-26T10:25:42.000+02:00;test
