id;nome_categoria;source_file;data_creazione;fonte;eta_min;eta_max
14;Nome Nqqom8zq9u;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;63;93
15;Nome Y13x3296t4;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;18;21
16;Nome 165yb6ulkj;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;7;31
17;Nome 3l2z984cd8;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;50;65
18;Nome S5im4c9a33;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;16;41
19;Nome G8vcd02jc0;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;59;91
20;Nome Veu85fyn9u;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;27;73
21;Nome Prwbcr1cx9;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;10;20
22;Nome T5xdg375lp;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;15;88
23;Nome 05vyvvni4d;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;59;76
24;Nome Cx98rqobxl;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;20;26
25;Nome Bz971rcpt4;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;7;29
26;Nome 7p30pua2s4;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;47;52
27;Nome Hi8elgnxl5;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;42;98
28;Nome 2qde0dboow;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;69;99
29;Nome Jq82oqmaiw;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;39;57
30;Nome Nl2zwf5uxt;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;16;59
31;Nome R4xciu9uoh;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;31;34
32;Nome Ok6zqfgsqh;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;9;20
33;Nome 1245l22zwi;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;31;46
34;Nome Yu08hzzdoy;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;16;39
35;Nome Ia909abqbz;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;20;34
36;Nome Gbbiicyise;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;67;100
37;Nome Kmzdg9yop6;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;21;45
38;Nome 1fdsapor2b;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;40;91
39;Nome 4s6evlz66d;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;14;46
40;Nome Bfpd4sodzf;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;6;6
41;Nome 7wcv8crjnl;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;5;7
42;Nome 163w6b10e1;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;48;51
43;Nome Vaujduv1lv;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;20;20
44;Nome Vzn2oob4zd;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;34;73
45;Nome G6brbkfjkv;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;30;31
46;Nome Uwpxsun46o;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;7;7
47;Nome Mt76u5y8k3;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;50;84
48;Nome Xfcyx1qjmt;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;49;99
49;Nome 0z03lm8qzr;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;23;27
50;Nome Y1crkyard0;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;5;16
51;Nome Y9h1q09uhk;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;25;56
52;Nome 7yo97fobco;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;34;42
53;Nome Yawn23g3ag;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;15;97
54;Nome Okk7jryoef;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;26;60
55;Nome 38jz377nq1;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;11;19
56;Nome T5mn7yp9xy;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;11;19
57;Nome W2714illq9;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;21;43
58;Nome Yqncqd48os;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;21;30
59;Nome Hpz0gr39ds;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;34;44
60;Nome Unk2fs40au;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;16;52
61;Nome 8pnqdtqt2d;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;43;60
62;Nome Na9qnhpjqy;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;48;92
63;Nome Nqjdvjptfq;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;7;59
64;Nome M84n1hec0p;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;8;8
65;Nome P5c2qfmfrs;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;7;9
66;Nome Ulxixcew7g;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;5;34
67;Nome Q95w7ybvo1;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;28;45
68;Nome Qz1ldyf054;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;11;14
69;Nome Smmktwihua;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;48;59
70;Nome Q024kemz6v;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;24;58
71;Nome Kn122e6fka;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;5;5
72;Nome 1yeh5hyz5m;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;21;22
73;Nome V60sigv9p4;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;39;71
74;Nome 3fxi384kee;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;42;53
75;Nome Wm4fyfzsu2;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;75;100
76;Nome Bgtrzfa4cr;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;26;48
77;Nome 3p7jkfw3i3;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;49;66
78;Nome 28vt5axvcw;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;16;30
79;Nome Ul7wnlsvmg;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;18;36
80;Nome Kn56udfc8x;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;39;55
81;Nome 1dy4qh6sg6;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;14;89
82;Nome 2xhpmf8nsc;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;5;28
83;Nome Wnnv8xtptt;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;17;50
84;Nome U150535ldd;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;36;99
85;Nome Z0zglwf6eg;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;29;39
86;Nome Pd1cz1r74j;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;45;49
87;Nome 6r1saukpcy;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;55;89
88;Nome Ggrew9fd12;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;95;97
89;Nome Adru6hnykc;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;67;98
90;Nome Vemc2n2nbv;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;15;15
91;Nome Qlphie0p7y;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;94;96
92;Nome Gwr5ljri08;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;35;71
93;Nome 104u4nm6we;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;36;54
94;Nome S1cxykoa2c;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;46;51
95;Nome Ozzaq6fwej;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;49;52
96;Nome H4e104sbvw;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;39;74
97;Nome Eoegpa4lm5;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;34;63
98;Nome 7and5cxr53;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;19;39
99;Nome Vcck61w9uc;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;40;70
100;Nome 5lgtoaymhd;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/categorie/test/processed/raw_categorie_10000.csv;2022-10-26T10:34:09.000+02:00;test;32;43

