id;nome;cognome;sesso;eta;source_file;data_creazione;fonte
23;Nome Qa1t9m0gi7;Cognome 4h015vkgoe;M;90;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
24;Nome 55gziu3y21;Cognome Rhpnbkr25v;M;65;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
25;Nome 6qmub0qy90;Cognome Iurcjf9f56;M;28;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
26;Nome A08pmlv385;Cognome Gaavpbgc5w;M;10;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
27;Nome Jxfhqgyba9;Cognome 7uoy130xhg;M;67;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
28;Nome 41ek3an5zd;Cognome G2uu2dponp;M;83;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
29;Nome Vnhg8a941h;Cognome 0okde6r891;M;15;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
30;Nome Hlvc6ro8zd;Cognome Nuqx04r70e;M;6;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
31;Nome 0d7bk4ocpv;Cognome R8zjb23hi7;M;65;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
32;Nome Hyvpa8m4d8;Cognome Tkz3ry7wc3;M;37;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
33;Nome 2jykev86xv;Cognome M3g8p3dhce;M;13;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
34;Nome Mj5cus8871;Cognome Rwj1c1oj7u;M;53;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
35;Nome V4kc696l9u;Cognome Ebjxiwpoo2;M;65;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
36;Nome Cx7ej95bih;Cognome U1qua3t1zm;M;77;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
37;Nome Y59dxrnu9n;Cognome 1n9r95j985;M;86;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
38;Nome 9bxmo5os3g;Cognome 8de5o3sfoy;M;90;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
39;Nome We7twhev6z;Cognome 2p38hvzl5m;M;46;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
40;Nome Ffz0pe107q;Cognome 2huuhh1zvq;M;25;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
41;Nome Nio3xzyifx;Cognome 84lkigyq39;M;62;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
42;Nome Qdbshp7ksm;Cognome Fte924n8bd;M;85;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
43;Nome 00ai592b78;Cognome I45yy0n755;M;76;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
44;Nome 4tt141b84l;Cognome Dnv5z0j2gq;M;85;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
45;Nome Ni5pio9d7i;Cognome Mmcpgnkzy3;M;41;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
46;Nome 7tmsfprck5;Cognome 08bdhr5pk6;M;22;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
47;Nome V98rsgc0pf;Cognome Ghbonbo2kr;M;22;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
48;Nome 77lacqf1rg;Cognome F0g407twy9;M;25;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
49;Nome 3vvjcphi8d;Cognome 6dze6t5dgt;M;94;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
50;Nome W5sls9qq24;Cognome Afhwyb5fe0;M;19;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
51;Nome Eu1qpp2mtd;Cognome 6cp4in3ugy;M;8;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
52;Nome N2zp2vdsn6;Cognome Y7titmn1gi;M;50;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
53;Nome 8k0mo256r6;Cognome Nqoog12bi6;M;83;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
54;Nome Revjtpzqvl;Cognome Hre02bkbjd;M;53;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
55;Nome Wkqclvcbls;Cognome 2zy7rg6adg;M;7;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
56;Nome 9a41s5h92g;Cognome Uczy7sg9ug;M;69;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
57;Nome M76mdw50xv;Cognome C9f0wke9c1;M;38;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
58;Nome N1k2xafkt0;Cognome Owvcyzrc0c;M;62;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
59;Nome Z34p1qedx8;Cognome H8uyxarmo3;M;90;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
60;Nome Nqyo6g3ug3;Cognome Rsikswx9yt;M;41;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
61;Nome 9pe77rs0r2;Cognome 8p0ifjv201;M;38;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
62;Nome Qdt9683682;Cognome 9a9l1hif5w;M;21;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
63;Nome A7iolbp668;Cognome Qhj2t6xpld;M;69;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
64;Nome Gqk2zyn5wk;Cognome 0e0lr4bbxe;M;10;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
65;Nome 66fx7bwdt6;Cognome Byytwyuhzb;M;71;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
66;Nome 3ylal4lpdq;Cognome 35fox1bvc5;M;65;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
67;Nome 16hr18j0ea;Cognome O1x8lj814o;M;77;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
68;Nome Sypykmrxee;Cognome R5kxkjmy2t;M;23;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
69;Nome 3bh30rqpgz;Cognome Zli3bxgq3j;M;37;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
70;Nome Yxmk8xom7r;Cognome 6bb9dx948l;M;40;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
71;Nome 7hngez1kqy;Cognome Nsw34y6hai;M;6;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
72;Nome Mf5ergd1va;Cognome M0jbqxxhuv;M;64;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
73;Nome Toi4a471yj;Cognome Fcnm3rjbl4;M;33;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
74;Nome 0k7p3k4joc;Cognome Z9b370zwm5;M;96;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
75;Nome Uvofen1m4e;Cognome 3n482a9sgh;M;26;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
76;Nome 9djaylkdq5;Cognome 10pifqs4oj;M;54;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
77;Nome Myz1qjzbgm;Cognome Qdcbxh67xx;M;94;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
78;Nome Ygmsh6d86d;Cognome Qbm1pofo2i;M;48;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
79;Nome 28qiql95hh;Cognome 64wcinpfdw;M;7;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
80;Nome 3ds3fpy5sh;Cognome 2et1yvh9yc;M;92;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
81;Nome 9zrv2c31wz;Cognome X3cw0wbcrb;M;7;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
82;Nome 6ulwlfsz4d;Cognome W37a8sjdgg;M;82;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
83;Nome Veekd348ec;Cognome 7jjoesrjwb;M;77;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
84;Nome 573q6efw2r;Cognome Kvegz19t2i;M;44;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
85;Nome 9eg4knmvws;Cognome Mp0uuf0fk3;M;76;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
86;Nome P14nk3awds;Cognome Q41v0mhl2n;M;66;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
87;Nome E8lzi017a6;Cognome 28z3gl34gj;M;100;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
88;Nome Q5ontvkyzz;Cognome Wn3ihlqtgm;M;60;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
89;Nome 4uzhulwp3b;Cognome Oqoa9wciy1;M;64;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
90;Nome Lz2ut8oe4z;Cognome Zhy2xbe37h;M;59;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
91;Nome Tv3sm3fxn9;Cognome K6gq3x3pt8;M;76;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
92;Nome Vf4s4xzc1i;Cognome Kkbhpw24pr;M;26;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
93;Nome Q6swmj6zaz;Cognome Ivc7fe8ep4;M;13;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
94;Nome 4yj9svbuic;Cognome 7lsoduvt3n;M;46;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
95;Nome 15l3velejn;Cognome 0i5jd8hvrj;M;23;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
96;Nome Own0d0tsrv;Cognome F4t1rajzfb;M;66;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
97;Nome G9v7tiokva;Cognome R8bwi61mvp;M;59;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
98;Nome Uezsgcpa92;Cognome 70oky37vix;M;29;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
99;Nome H8asnytn3w;Cognome 29olkf9m7l;M;82;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
100;Nome 09f13i4q6x;Cognome Xxy4ropfzm;M;83;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
101;Nome I2dutr82qv;Cognome S5zzgl9zh4;M;53;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
102;Nome Abbo24ovyz;Cognome H3ks4m7046;M;11;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/elenco/test/processed/raw_visitatori_1000.csv;2022-10-26T10:29:33.000+02:00;test
